许可经营业务,发证机关,状态,营业许可证号,英文名称,经营场所,许可文号,法人,出资人,行政区划代码,旅行社名称,统一社会信用代码,办理时间
"国内旅游业务,入境旅游业务",浙江省旅游局,有效,L-ZJ30833,"Yueqing  Yandang  Chengda  International  Travel  Service  CO.,  LTD",乐清市雁荡镇白溪街园源巷1号,浙旅许可(2018)214号,李丹红,"李丹红,许永国",330000,乐清市雁荡诚达国际旅行社有限公司,91330382MA2CPRLD1K,2018-09-28
国内旅游业务、入境旅游业务,浙江省旅游局,有效,L-ZJ00080,jiaxingshihechengguojilvxingsheyouxiangongsi,嘉兴市斜西街砖桥街226号,浙旅许可(2009)80号,朱晓峰,朱晓峰/徐惠娟/步永良,330000,嘉兴市禾城国际旅行社有限公司,91330402686657743D,2017-03-20
境内旅游业务、入境旅游业务,浙江省文化和旅游厅,有效,L-ZJ30609,"hangzhou zhongmei international travel service co.,ltd.",浙江省杭州市富阳区富春街道陈家弄44号一楼,浙旅许可(2017)225号,周建萍,"王晓敏,裘立锋",330000,杭州众美国际旅行社有限公司,91330183MA2AX3TW4W,2017-12-18
国内旅游业务、入境旅游业务,浙江省旅游局,有效,L-ZJ01332,暂无,义乌市城中西路217--219号,浙旅许可(2009)1330号,楼小莉,楼小莉/张志萍,330000,义乌市同诚旅游有限公司,9133078269527770X6,2014-08-27
"国内旅游业务,入境旅游业务",浙江省文化和旅游厅,有效,L-ZJ00100,"hangzhou gonghui recuperation travel agency co.,ltd.",浙江省杭州市西湖区天目山路238号华鸿大厦1号楼604-2室,浙旅许可(2009)100号,胡定骅,"胡定骅,胡凯明",330000,杭州公惠休养旅行社有限公司,913301027966637146,2009-07-02
"国内旅游业务,入境旅游业务",浙江省旅游局,有效,L-ZJ30644,Shengsi Haike Travel Agency Limited company,浙江省嵊泗县菜园镇菜圃路12号三楼,浙旅许可(2018)25号,郑海芬,郑海芬,330000,嵊泗海客旅行社有限公司,91330922MA2A222W0X,2018-02-06
境内旅游业务,浙江省文化和旅游厅,有效,L-ZJ31841,"ningbo wentian travel service co.,ltd.",浙江省宁波市鄞州区首南街道鄞县大道东段1299号2002-2室,浙旅许可(2023)114号,宋鲁周,"宋鲁周,王龙辉",330000,宁波问天文化旅游发展有限公司,91330212MA2KN9H90G,2023-04-17
"境内旅游业务,入境旅游业务",浙江省文化和旅游厅,有效,L-ZJ32045,"hangzhou yiheng travel service co.,ltd.",浙江省杭州市上城区天城路176号白云大厦1幢1002室、1005室,浙旅许可(2023)320号,刘利,"刘利,张建才",330000,杭州亦恒旅行社有限公司,91330102MACLPMR49Y,2023-08-18
国内旅游业务、入境旅游业务,浙江省旅游局,有效,L-ZJ01206,暂无,普陀区东港海莲路20号金田怡园7幢403室,浙旅许可(2009)1204号,王伟民,王伟民/季慧君/王伟中,330000,舟山市普陀大众旅行社有限公司,91330903784419271F,2009-09-10
"境内旅游业务,入境旅游业务",浙江省文化和旅游厅,有效,L-ZJ31880,"taizhou tongxi travel agency co., ltd",浙江省台州市椒江区白云街道万达广场北区235号,浙旅许可(2023)154号,胡从春,"胡从春,王小龙",330000,台州同禧旅行社有限公司,91331002MACGYREG27,2023-05-15
国内旅游业务、入境旅游业务,浙江省旅游局,有效,L-ZJ01674,暂无,杭州市江干区同方国际大厦803室,浙旅许可(2010)196号,陈文耀,陈文耀/滕玉萍,330000,杭州欢歌旅行社有限公司,91330104566097753U,2013-11-20
国内旅游业务,浙江省旅游局,有效,L-ZJ00946,暂无,嵊州市剡湖街道官河路701-709号,浙旅许可(2009)946号,钱浩军,钱浩军/商岳剑,330000,嵊州市大众旅行社有限公司,9133068368072655X7,2011-05-23
国内旅游业务、入境旅游业务,浙江省旅游局,有效,L-ZJ01627,暂无,慈溪市浒山街道浒山路155号,浙旅许可(2010)149号,冯庆松,冯庆松/冯长洪,330000,慈溪市非凡旅游有限公司,91330282561264591U,2012-06-14
国内旅游业务、入境旅游业务,浙江省文化和旅游厅,有效,L-ZJ01129,暂无,浙江省舟山市嵊泗县菜园镇观景弄3号,浙旅许可(2009)1127号,张燕,"姚军杰,张燕",330000,嵊泗阳光旅行社有限公司,91330922760189854T,2017-03-15
"国内旅游业务,入境旅游业务",浙江省旅游局,有效,L-ZJ30696,Zhoushan Mount Putuo Intelligent Tourism Development Co.Ltd,浙江省舟山市普陀区朱家尖街道慈航路55号7号楼323室,浙旅许可(2018)77号,陈静,舟山市普陀山大数据发展有限公司/浙江深大智能科技有限公司/上海三盛宏业投资（集团）有限责任公司/自在旅业集团有限公司,330000,舟山市普陀山智慧旅游发展有限公司,91330901MA2A27X77X,2018-03-30
境内旅游业务,浙江省文化和旅游厅,有效,L-ZJ30740,"zhoushan haixing steamship co.,ltd",浙江省舟山市舟山市普陀区朱家尖白山蜈蚣峙码头,浙旅许可(2018)121号,贝剑波,暂无,330000,舟山海星轮船有限公司,91330900148690757F,2018-05-28
国内旅游业务,浙江省旅游局,有效,L-ZJ00035,Chun’an Qiandaolake Mengzhidao Travel,淳安千岛湖镇环湖南路3号,浙旅许可(2009)35号,单建民,杭州市公安局交通警察支队培训中心,330000,淳安千岛湖梦之岛旅行社,91330127697090391J,2016-05-23
"境内旅游业务,入境旅游业务",浙江省文化和旅游厅,有效,L-ZJ31277,"hangzhou chunyou travel agency co.,ltd.",浙江省杭州市淳安县千岛湖镇阳光路534号众通汽修大楼101室,浙旅许可(2020)156号,王建新,"王建新,邓美红,方鑫城",330000,杭州淳游旅行社有限公司,91330127MA2H25E85K,2020-11-02
国内旅游业务、入境旅游业务,浙江省旅游局,有效,L-ZJ00771,暂无,杭州市萧山区市心北路167号一方大厦608,浙旅许可(2009)771号,张艳,张艳,330000,杭州指南针旅行社有限公司,913301097996588140,2009-08-24
"境内旅游业务,入境旅游业务",浙江省文化和旅游厅,有效,L-ZJ30903,"hangzhou quchi tourism development co.,ltd.",浙江省杭州经济技术开发区下沙街道天城东路955号金沙湖畔商业中心1-1408室,浙旅许可(2019)13号,桑思倩,"桑思倩,吴晰",330000,杭州趣驰旅游开发有限公司,91330101MA2CF73Q43,2019-01-08
国内旅游业务、入境旅游业务,浙江省旅游局,有效,L-ZJ00787,暂无,长春路94号-1,浙旅许可(2009)787号,张肖向,宁波老年大学/方平/王水花/张明华/陆能伟/徐佩佩/徐佩芳/张文甫/肖方,330000,宁波市天一旅行社,91330203704848245E,2009-08-24
国内旅游业务、入境旅游业务,浙江省旅游局,有效,L-ZJ30612,"pujiang dazhong travel service co., ltd",浙江省浦江县浦阳街道人民东路51号,浙旅许可(2017)228号,李瑜平,"李瑜平,陈雪芳,吴群英,张芸芸,骆萍萍,李艳萍",330000,浦江达众旅行社有限公司,91330726MA29Q0E34D,2017-12-19
"境内旅游业务,入境旅游业务",浙江省文化和旅游厅,有效,L-ZJ31736,"zhejiang gaoyuan international travel co.,ltd.",浙江省杭州市西湖区留下街道合贸路33号瑞昌商务大楼2幢208室,浙旅许可(2023)10号,王骢芳,"汪维诺,唐巧云,王骢芳",330000,浙江高远国际旅游有限公司,91330106MAC3CNADX1,2023-01-17
"境内旅游业务,入境旅游业务",浙江省文化和旅游厅,有效,L-ZJ31798,"ningbo hangzhouwan xingwan travel service co.,ltd.",浙江省宁波杭州湾新区天宝路188号（东方欲晓）新月公馆-2,浙旅许可(2023)71号,苏榜杏,"苏榜杏,苏振国",330000,宁波杭州湾新区兴湾旅游服务有限公司,91330201MA7FABGK3N,2023-03-17
国内旅游业务、入境旅游业务,浙江省旅游局,有效,L-ZJ01823,"zhejiang zhefeng travel agency co.,ltd",杭州市滨江区江南大道3786号亚琪科技大楼9楼1901室,浙旅许可(2011)133号,楼文华,"黄山市新徽旅游发展有限公司,楼文华,姜晓剑,邬海燕,上海帛奥贵投资管理有限公司,上海橡火投资管理有限公司,苏州佰象投资有限公司",330000,浙江浙风旅行社有限公司,91330108577309483G,2016-06-06
国内旅游业务,浙江省旅游局,有效,L-ZJ00965,shengzhou leyou holiday travel service co.ltd.,嵊州市官河南路333号商会大厦13层1305室,浙旅许可(2009)965号,周芝英,"周芝英,周孟君",330000,嵊州市乐优假期旅行社有限公司,91330683680733709H,2014-05-05
境内旅游业务、入境旅游业务,浙江省文化和旅游厅,有效,L-ZJ30680,"jinhua kangtai tourism service co., ltd",浙江省金华市婺城区三江街道丹溪路968号11-12楼（西区）（自主申报）,浙旅许可（2018）61号,金灿英,浙江康泰国际旅行社有限公司,330000,金华康泰旅游服务有限公司,91330703MA29QTLL5M,2018-03-01
境内旅游业务、入境旅游业务,浙江省文化和旅游厅,有效,L-ZJ30057,"zhou shan golden bay  travel agency co., ltd",浙江省舟山市岱山县衢山镇兴培路144号（自主申报）,浙旅许可（2015）43号,胡维群,"胡维群,郑翠英",330000,舟山金沙湾旅行社有限公司,91330921323486164L,2017-11-13
国内旅游业务、入境旅游业务,浙江省旅游局,有效,L-ZJ02163,"whenzhou tiantian travel service co.,ltd",温州市鹿城区新城大道温州晚报大厦19-1,浙旅许可(2012)218号,曾九成,"曾九成,虞建士",330000,温州天天国际旅行社有限公司,91330300060590815G,2014-06-04
"国内旅游业务,入境旅游业务",浙江省文化和旅游厅,有效,L-ZJ31155,"hangzhou xingwujie travel agency co.,ltd.",浙江省杭州市拱墅区丰庆路750号天悦时代大厦715室,浙旅许可(2020)34号,胡倩兰,"胡倩兰,栾周",330000,杭州行无界旅行社有限公司,91330105MA2GMDJM1R,2020-03-25
国内旅游业务、入境旅游业务,浙江省旅游局,有效,L-ZJ02226,JIAXING LUYOO TRAVEL SERVICE LIMITED,城北路150号,浙旅许可(2013)60号,朱忠美,朱忠美/谈晓冬/徐波,330000,嘉兴市路游旅行社有限公司,91330402068380126K,2017-05-08
国内旅游业务、入境旅游业务,浙江省旅游局,有效,L-ZJ01561,暂无,嘉兴市海盐塘路188号烟雨一期北公建办公房3层,浙旅许可(2010)83号,陈保良,嘉兴市城市投资发展集团有限公司,330000,嘉兴市旅游集散中心有限公司,91330402MA29GRAQ61,2010-04-16
"境内旅游业务,入境旅游业务",浙江省文化和旅游厅,有效,L-ZJ32059,changshan kaiyuan song poetry travel agency,浙江省衢州市常山县紫港街道文坊路1号321室,浙旅许可(2023)334号,陈建权,"常山县城市投资集团有限公司,浙江开元商业管理集团股份有限公司",330000,常山开元宋诗城文旅发展有限公司,91330822MAC1P2LM5G,2023-08-11
境内旅游业务、入境旅游业务,浙江省文化和旅游厅,有效,L-ZJ30841,"hangzhou feimao travel service co.,ltd.",浙江省杭州市上城区延安路9号，劳动路6-2号4002室-2,浙旅许可(2018)222号,彭鹏,彭鹏,330000,杭州飞猫旅业有限公司,91330102MA2CCU770K,2018-10-08
"国内旅游业务,入境旅游业务",浙江省文化和旅游厅,有效,L-ZJ30961,"taizhou longxiang international tourism co., ltd.",台州市黄岩区西城街道东路村69号,浙旅许可(2019)71号,王华君,"王华君,徐伟斌,喻磊勋",330000,台州市龙翔国际旅游有限公司,91331003MA2DU1MD59,2019-04-04
"国内旅游业务,入境旅游业务",浙江省文化和旅游厅,有效,L-ZJ31001,"hangzhou tiaoyun international travel service co.,ltd.",浙江省杭州市余杭区良渚街道安溪路28号1幢,浙旅许可(2019)111号,康宏果,"康宏果,沈尧,陆俊琦",330000,杭州苕运国际旅行社有限公司,91330110MA2CDABR0C,2019-05-27
国内旅游业务、入境旅游业务,浙江省旅游局,有效,L-ZJ00085,"Hangzhou Fuyang Fuchun Travel Service Co. ,Ltd.",杭州富阳区富春街道城西街16—1,浙旅许可(2009)85号,杨旭宇,杨旭宇/华鸿波,330000,杭州富阳富春旅行社有限公司,91330183745839046T,2015-08-21
"境内旅游业务,入境旅游业务",浙江省文化和旅游厅,有效,L-ZJ02354,panan peng xiang international travel service ltd,浙江省金华市磐安县安文街道海螺街65号,浙旅许可(2013)188号,陈为强,陈为强,330000,磐安县鹏翔国际旅行社有限公司,91330727082918260K,2016-09-23
"境内旅游业务,入境旅游业务",浙江省文化和旅游厅,有效,L-ZJ00260,"hangzhou meilihua travel service co.,ltd.",浙江省杭州市拱墅区温州路40号401室,浙旅许可(2009)260号,来浩,"来浩,吴瑛,周虹",330000,杭州美丽华旅行社有限公司,91330105768226381B,2010-12-28
国内旅游业务、入境旅游业务,浙江省旅游局,有效,L-ZJ00780,暂无,淳安县千岛湖镇新安大街102号六楼,浙旅许可(2009)780号,姚炅伟,姚炅伟/谭华得/王敏华,330000,淳安千岛湖和平旅行社有限公司,91330127673996084F,2009-08-24
国内旅游业务、入境旅游业务,浙江省旅游局,有效,L-ZJ00629,暂无,庆元县松源镇龙洲西路(质监局副楼),浙旅许可(2009)629号,吴斌,周松妫/吴斌,330000,浙江百山祖旅行社有限公司,91331126759062290E,2009-08-06
国内旅游业务、入境旅游业务,浙江省文化和旅游厅,有效,L-ZJ01921,"quzhou kingdom travel co., ltd.",衢州市柯城区荷花街道三衢路177号,浙旅许可(2011)231号,方丽,王伟明，方丽,330000,衢州市金点旅行社有限公司,91330800586295044B,2011-11-15
国内旅游业务、入境旅游业务,浙江省旅游局,有效,L-ZJ01440,"yongjia tianma international travel service co.,ltd",浙江省温州市永嘉县南城街道下堡工业区（永盾服饰有限公司内）,浙旅许可(2009)1418号,戴赛武,"戴赛武,王苗苗",330000,永嘉天马国际旅行社有限公司,91330324698284307B,2012-12-19
"国内旅游业务,入境旅游业务",浙江省旅游局,有效,L-ZJ30832,"Huzhou Best Study Travel Service Co., Ltd.",浙江省湖州市吴兴区景鸿铭城A1113室,浙旅许可(2018)213号,赵琴峰,"赵琴峰,谭勤兵,湖州百思特管理咨询有限公司,谭强,王红艳",330000,湖州百思特研学旅行服务有限公司,91330502MA2B55CT50,2018-09-21
"境内旅游业务,入境旅游业务",浙江省文化和旅游厅,有效,L-ZJ31932,"jiaxing mutu international travel agency co., ltd.",浙江省嘉兴市南湖区新兴街道文秀里14号办公楼305室,浙旅许可(2023)206号,莫佳磊,莫佳磊,330000,嘉兴牧途国际旅行社有限公司,91330402MACHL0LA42,2023-06-19
国内旅游业务、入境旅游业务,浙江省旅游局,有效,L-ZJ01476,"YongKang Xintiandi Travel Agency Co.,Ltd",永康市东城街道九铃东路3024号二楼,浙旅许可(2009)1454号,吕勇跃,徐艳莉/吕勇跃,330000,永康市新天地旅行社有限公司,9133078469952339XJ,2016-03-02
境内旅游业务,浙江省文化和旅游厅,有效,L-ZJ31660,"qingyuan mingyue travel service co. , ltd.",浙江省丽水市庆元县濛洲街道濛洲街211-8号1楼,浙旅许可(2022)153号,刘慧芬,刘慧芬,330000,庆元明悦旅行社有限公司,91331126MABPF7MHX7,2022-08-17
境内旅游业务,浙江省文化和旅游厅,有效,L-ZJ31554,de qing qi yue team construction planning co.，ltd,浙江省湖州市德清县武康街道北湖东街957号德蓝广场6幢写字楼14层11号,浙旅许可（2022）46号,王烨,"林雪琴,王烨",330000,德清齐悦团建活动策划有限公司,91330521MA2JK8A96T,2022-03-25
"境内旅游业务,入境旅游业务",浙江省文化和旅游厅,有效,L-ZJ31855,firefly(quzhou)tourism development co.，ltd,衢州市衢江区大洲镇沧清路1幢206室,浙旅许可(2023)129号,吴鹏飞,吴鹏飞,330000,萤火虫（衢州）旅游发展有限公司,91330803MABXM1KL91,2023-04-24
国内旅游业务、入境旅游业务,浙江省旅游局,有效,L-ZJ01319,暂无,金华市永康街639号南楼A座706室,浙旅许可(2009)1317号,范例,范例/张胜利,330000,金华百达旅行社有限公司,913307016738737973,2012-03-20
"国内旅游业务,入境旅游业务",浙江省旅游局,有效,L-ZJ30767,"Deqing County Meitu Tourism Co., Ltd.",浙江省湖州市德清县武康街道北湖东街919号,浙旅许可(2018)148号,王耀祖,德清长运汽车运输有限公司,330000,德清县美途旅游有限公司,91330521MA2B4FPP7J,2018-06-25
境内旅游业务、入境旅游业务,浙江省文化和旅游厅,有效,L-ZJ00098,"hangzhou yuehai businese travel co.,ltd.",浙江省杭州市拱墅区花园岗街168号易构大厦1幢1422室,浙旅许可(2009)98号,严雪松,"严雪松,季晓琴",330000,杭州越海商务旅行社有限公司,91330104776649405U,2015-02-09
