Academic Year,Institution (English),Institution (Chinese),Level of study (English),Level of study (Chinese),Programme type (English),Programme type (Chinese),Programme name (English),Programme name (Chinese),Areas of Study,Areas of Study (Chinese),Normal programme duration
2023/24,Hong Kong Metropolitan University,香港都會大學,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of Business Administration with Honours in Digital Business (Full-time) - Year 3 Entry,數碼商業榮譽工商管理學士（全日制）- 第三年,Business and Management,商業及管理,2
2023/24,Hong Kong Metropolitan University,香港都會大學,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of Business Administration with Honours in Finance and Risk Management (Full-time) - Year 2 Entry,財務及風險管理榮譽工商管理學士（全日制）- 第二年,Business and Management,商業及管理,3
2023/24,Hong Kong Metropolitan University,香港都會大學,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of Business Administration with Honours in Finance and Risk Management (Full-time) - Year 3 Entry,財務及風險管理榮譽工商管理學士（全日制）- 第三年,Business and Management,商業及管理,2
2023/24,Hong Kong Metropolitan University,香港都會大學,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of Business Administration with Honours in Financial Technology and Innovation (Full-time) - Year 2 Entry,金融科技及創新榮譽工商管理學士（全日制）- 第二年,Business and Management,商業及管理,3
2023/24,Hong Kong Metropolitan University,香港都會大學,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of Business Administration with Honours in Financial Technology and Innovation (Full-time) - Year 3 Entry,金融科技及創新榮譽工商管理學士（全日制）- 第三年,Business and Management,商業及管理,2
2023/24,Hong Kong Metropolitan University,香港都會大學,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of Business Administration with Honours in Global Business and Marketing (Full-time) - Year 2 Entry,環球商業及市場學榮譽工商管理學士（全日制）- 第二年,Business and Management,商業及管理,3
2023/24,Hong Kong Metropolitan University,香港都會大學,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of Business Administration with Honours in Global Business and Marketing (Full-time) - Year 3 Entry,環球商業及市場學榮譽工商管理學士（全日制）- 第三年,Business and Management,商業及管理,2
2023/24,Hong Kong Metropolitan University,香港都會大學,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of Business Administration with Honours in Global Marketing and Supply Chain Management (Full-time) - Year 2 Entry,環球市場及供應鏈榮譽工商管理學士（全日制）- 第二年,Business and Management,商業及管理,3
2023/24,Hong Kong Metropolitan University,香港都會大學,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of Business Administration with Honours in Global Marketing and Supply Chain Management (Full-time) - Year 3 Entry,環球市場及供應鏈榮譽工商管理學士（全日制）- 第三年,Business and Management,商業及管理,2
2023/24,Hong Kong Metropolitan University,香港都會大學,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of Business Administration with Honours in Hotel and Sustainable Tourism Management (Full-time) - Year 2 Entry,酒店及可持續旅遊管理榮譽工商管理學士（全日制）- 第二年,Services,服務,3
2023/24,Hong Kong Metropolitan University,香港都會大學,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of Business Administration with Honours in Hotel and Sustainable Tourism Management (Full-time) - Year 3 Entry,酒店及可持續旅遊管理榮譽工商管理學士（全日制）- 第三年,Services,服務,2
2023/24,Hong Kong Metropolitan University,香港都會大學,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of Business Administration with Honours in Professional Accounting (Full-time) - Year 2 Entry,專業會計榮譽工商管理學士（全日制）- 第二年,Business and Management,商業及管理,3
2023/24,Hong Kong Metropolitan University,香港都會大學,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of Business Administration with Honours in Professional Accounting (Full-time) - Year 3 Entry,專業會計榮譽工商管理學士（全日制）- 第三年,Business and Management,商業及管理,2
2023/24,Hong Kong Metropolitan University,香港都會大學,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of Business Administration with Honours in Real Estate and Facilities Management (Full-time) - Year 3 Entry,房地產及設施管理榮譽工商管理學士（全日制）- 第三年,Business and Management,商業及管理,2
2023/24,Hong Kong Metropolitan University,香港都會大學,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of Business Administration with Honours in Sports and eSports Management (Full-time) - Year 2 Entry,運動及電競運動管理榮譽工商管理學士 （全日制）- 第二年,Services,服務,3
2023/24,Hong Kong Metropolitan University,香港都會大學,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of Business Administration with Honours in Sports and eSports Management (Full-time) - Year 3 Entry,運動及電競運動管理榮譽工商管理學士 （全日制）- 第三年,Services,服務,2
2023/24,Hong Kong Metropolitan University,香港都會大學,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of Education with Honours in Early Childhood Education (Leadership and Special Educational Needs) (Full-time) - Year 3 Entry,教育榮譽學士 (幼兒教育:領導及特殊教育需要)（全日制）- 第三年,Education,教育,2
2023/24,Hong Kong Metropolitan University,香港都會大學,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of Education with Honours in English Language Teaching and Bachelor of English Language Studies with Honours (Full-time) - Year 2 Entry,英語教學榮譽教育學士及英語研究榮譽學士 (全日制) - 第二年,Languages and Related Studies,語言及相關科目,3
2023/24,Hong Kong Metropolitan University,香港都會大學,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of Engineering with Honours in Building Services Engineering and Sustainable Development (Full-time) - Year 2 Entry,屋宇設備工程及可持續發展榮譽工學士（全日制）- 第二年,Engineering and Technology,工程及科技,3
2023/24,Hong Kong Metropolitan University,香港都會大學,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of Engineering with Honours in Building Services Engineering and Sustainable Development (Full-time) - Year 3 Entry,屋宇設備工程及可持續發展榮譽工學士（全日制）- 第三年,Engineering and Technology,工程及科技,2
2023/24,Hong Kong Metropolitan University,香港都會大學,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of Engineering with Honours in Civil and Environmental Engineering (Full-time) - Year 2 Entry,土木及環境工程榮譽工學士（全日制）- 第二年,Engineering and Technology,工程及科技,3
2023/24,Hong Kong Metropolitan University,香港都會大學,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of Engineering with Honours in Civil and Environmental Engineering (Full-time) - Year 3 Entry,土木及環境工程榮譽工學士（全日制）- 第三年,Engineering and Technology,工程及科技,2
2023/24,Hong Kong Metropolitan University,香港都會大學,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of English Language Studies with Honours (Full-time) - Year 2 Entry,英語研究榮譽學士（全日制）- 第二年,Languages and Related Studies,語言及相關科目,3
2023/24,Hong Kong Metropolitan University,香港都會大學,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of English Language Studies with Honours (Full-time) - Year 3 Entry,英語研究榮譽學士（全日制）- 第三年,Languages and Related Studies,語言及相關科目,2
2023/24,Hong Kong Metropolitan University,香港都會大學,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of Fine Arts with Honours in Animation and Visual Effects (Full-time) - Year 2 Entry,動畫及視覺特效榮譽藝術學士（全日制）- 第二年,"Arts, Design and Performing Arts",藝術、設計、表演藝術,3
2023/24,Hong Kong Metropolitan University,香港都會大學,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of Fine Arts with Honours in Animation and Visual Effects (Full-time) - Year 3 Entry,動畫及視覺特效榮譽藝術學士（全日制）- 第三年,"Arts, Design and Performing Arts",藝術、設計、表演藝術,2
2023/24,Hong Kong Metropolitan University,香港都會大學,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of Fine Arts with Honours in Imaging Design and Digital Art (Full-time) - Year 2 Entry,影像設計及數碼藝術榮譽藝術學士（全日制）- 第二年,"Arts, Design and Performing Arts",藝術、設計、表演藝術,3
2023/24,Hong Kong Metropolitan University,香港都會大學,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of Fine Arts with Honours in Imaging Design and Digital Art (Full-time) - Year 3 Entry,影像設計及數碼藝術榮譽藝術學士（全日制）- 第三年,"Arts, Design and Performing Arts",藝術、設計、表演藝術,2
2023/24,Hong Kong Metropolitan University,香港都會大學,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of International Hospitality and Attractions Management with Honours (Full-time) - Year 2 Entry,國際款待及景區管理榮譽學士（全日制）- 第二年,Services,服務,3
2023/24,Hong Kong Metropolitan University,香港都會大學,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of International Hospitality and Attractions Management with Honours (Full-time) - Year 3 Entry,國際款待及景區管理榮譽學士（全日制）- 第三年,Services,服務,2
2023/24,Hong Kong Metropolitan University,香港都會大學,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of Language Studies with Honours (Applied Chinese Language Studies) (Full-time) - Year 2 Entry,語言硏究榮譽學士(應用中國語言)（全日制）- 第二年,Languages and Related Studies,語言及相關科目,3
2023/24,Hong Kong Metropolitan University,香港都會大學,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of Language Studies with Honours (Applied Chinese Language Studies) (Full-time) - Year 3 Entry,語言硏究榮譽學士(應用中國語言)（全日制）- 第三年,Languages and Related Studies,語言及相關科目,2
2023/24,Hong Kong Metropolitan University,香港都會大學,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of Science with Honours in Computer Engineering (Full-time) - Year 3 Entry,電腦工程學榮譽理學士（全日制）- 第三年,Engineering and Technology,工程及科技,2
2023/24,Hong Kong Metropolitan University,香港都會大學,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of Science with Honours in Computer Science (Full-time) - Year 2 Entry,電腦科學榮譽理學士（全日制）- 第二年,Computer Science and Information Technology,電腦科學及資訊科技,3
