学年,院校(英文),院校(中文),学科级别(英文),学科级别(中文),课程类别(英文),课程类别(中文),课程名称(英文),课程名称(中文),学习范畴(英文),学习范畴(中文),一般修业期
2023/24,Hong Kong Baptist University - College of International Education,香港浸会大学国际学院,Sub-degree,副学位,Associate Degree,副学士学位课程,Associate of Arts (Visual Arts),文学副学士(视觉艺术),"Arts, Design and Performing Arts",艺术、设计、表演艺术,2
2023/24,Hong Kong Baptist University - College of International Education,香港浸会大学国际学院,Sub-degree,副学位,Associate Degree,副学士学位课程,Associate of Science (Creative Digital Media Design),理学副学士(创意数码媒体设计),Computer Science and Information Technology,计算机科学及信息科技,2
2023/24,Hong Kong Baptist University - College of International Education,香港浸会大学国际学院,Sub-degree,副学位,Associate Degree,副学士学位课程,Associate of Science (Environmental Conservation Studies),理学副学士(环境保育学),Sciences,理学科,2
2023/24,Hong Kong Baptist University - College of International Education,香港浸会大学国际学院,Sub-degree,副学位,Associate Degree,副学士学位课程,Associate of Science (Financial Technology),理学副学士（金融科技）,Computer Science and Information Technology,计算机科学及信息科技,2
2023/24,Hong Kong Baptist University - College of International Education,香港浸会大学国际学院,Sub-degree,副学位,Associate Degree,副学士学位课程,Associate of Science (Geography and Resources Management),理学副学士 (地理及资源管理),Social Sciences,社会科学,2
2023/24,Hong Kong Baptist University - College of International Education,香港浸会大学国际学院,Sub-degree,副学位,Associate Degree,副学士学位课程,Associate of Science (Health Sciences),理学副学士（健康科学）,"Medicine, Dentistry and Health Sciences",医科、牙医学及健康科学,2
2023/24,Hong Kong Baptist University - College of International Education,香港浸会大学国际学院,Sub-degree,副学位,Associate Degree,副学士学位课程,Associate of Science (Life Science),理学副学士(生命科学),Sciences,理学科,2
2023/24,Hong Kong Baptist University - College of International Education,香港浸会大学国际学院,Sub-degree,副学位,Associate Degree,副学士学位课程,Associate of Science (Nutrition and Food Management),理学副学士(营养与食物管理),Sciences,理学科,2
2023/24,Hong Kong Baptist University - College of International Education,香港浸会大学国际学院,Sub-degree,副学位,Associate Degree,副学士学位课程,Associate of Science (Professional Accountancy),理学副学士(专业会计学),Business and Management,商业及管理,2
2023/24,Hong Kong Baptist University - College of International Education,香港浸会大学国际学院,Sub-degree,副学位,Associate Degree,副学士学位课程,Associate of Science (Psychology),理学副学士(心理学),Social Sciences,社会科学,2
2023/24,Hong Kong Baptist University - College of International Education,香港浸会大学国际学院,Sub-degree,副学位,Associate Degree,副学士学位课程,Associate of Science (Social and Public Policy Studies),理学副学士(社会及公共政策研究),Social Sciences,社会科学,2
2023/24,Hong Kong Baptist University - College of International Education,香港浸会大学国际学院,Sub-degree,副学位,Associate Degree,副学士学位课程,Associate of Science (Society and Wellness Studies),理学副学士（社会与健康研究）,Social Sciences,社会科学,2
2023/24,Hong Kong Baptist University - College of International Education,香港浸会大学国际学院,Sub-degree,副学位,Associate Degree,副学士学位课程,Associate of Science (Sociology and Digital Society),理学副学士（社会学与数码社会）,Social Sciences,社会科学,2
2023/24,Hong Kong Baptist University - College of International Education,香港浸会大学国际学院,Sub-degree,副学位,Associate Degree,副学士学位课程,Associate of Science (Sport and Recreation Studies),理学副学士(运动及康乐学),Services,服务,2
2023/24,Hong Kong Baptist University - College of International Education,香港浸会大学国际学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,"Bachelor of Arts (Honours) in Creative Writing for Film, Television and New Media (Top-up Degree)",新媒体及影视创意写作文学士(荣誉)学位课程(衔接学位),"Arts, Design and Performing Arts",艺术、设计、表演艺术,2
2023/24,Hong Kong Baptist University - College of International Education,香港浸会大学国际学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Arts (Honours) in Cultural Studies and Creative Industries (Top-up Degree),文化研究及创意产业文学士(荣誉)学位课程(衔接学位),Humanities,人文科学,2
2023/24,Hong Kong Baptist University - College of International Education,香港浸会大学国际学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Commerce (Honours) in Accountancy (Top-up Degree),会计学商学士（荣誉）学位课程（衔接学位）,Business and Management,商业及管理,2
2023/24,Hong Kong Baptist University - College of International Education,香港浸会大学国际学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Commerce (Honours) in Human Resources Management (Top-up Degree),人力资源管理学商学士(荣誉)学位课程(衔接学位),Business and Management,商业及管理,2
2023/24,Hong Kong Baptist University - College of International Education,香港浸会大学国际学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Commerce (Honours) in Marketing (Top-up Degree),市场学商学士(荣誉)学位课程(衔接学位),Business and Management,商业及管理,2
2023/24,Hong Kong Baptist University - College of International Education,香港浸会大学国际学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Social Sciences (Honours) in Environment and Resources Management (Top-up Degree),环境及资源管理社会科学学士(荣誉)学位课程(衔接学位),Social Sciences,社会科学,2
2023/24,Hong Kong Baptist University - College of International Education,香港浸会大学国际学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Social Sciences (Honours) in Integrated Communication Management (Top-up Degree),综合传播管理学社会科学学士(荣誉)学位课程(衔接学位),"Mass Media and Communications, Journalism and Public Relations",大众传媒及传播、新闻及公共关系,2
2023/24,Hong Kong Baptist University - College of International Education,香港浸会大学国际学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Social Sciences (Honours) in Media and Social Communication (Top-up Degree),媒体及社会传播社会科学学士(荣誉)学位课程(衔接学位),"Arts, Design and Performing Arts",艺术、设计、表演艺术,2
2023/24,Hong Kong Baptist University - College of International Education,香港浸会大学国际学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Social Sciences (Honours) in Psychology (Top-up Degree),心理学社会科学学士(荣誉)学位课程(衔接学位),Social Sciences,社会科学,2
2023/24,Hong Kong Baptist University - College of International Education,香港浸会大学国际学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Social Sciences (Honours) in Social Policy (Top-up Degree),社会政策社会科学学士(荣誉)学位课程(衔接学位),Social Sciences,社会科学,2
2023/24,Hong Kong Baptist University - College of International Education,香港浸会大学国际学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Social Sciences (Honours) in Sport and Recreation Leadership (Top-up Degree),运动及康乐领袖学社会科学学士(荣誉)学位课程(衔接学位),Services,服务,2
2023/24,Hong Kong Baptist University - School of Continuing Education,香港浸会大学持续教育学院,Degree,学士学位,Bachelor's Degree,学士学位课程,Bachelor of Education (Honours) in Early Childhood Education,幼儿教育学教育学士(荣誉)学位课程,Education,教育,4
2023/24,Hong Kong Baptist University - School of Continuing Education,香港浸会大学持续教育学院,Degree,学士学位,Bachelor's Degree,学士学位课程,Bachelor of Nursing (Honours),护理学学士（荣誉）学位课程,"Medicine, Dentistry and Health Sciences",医科、牙医学及健康科学,5
2023/24,Hong Kong Baptist University - School of Continuing Education,香港浸会大学持续教育学院,Sub-degree,副学位,Higher Diploma,高级文凭课程,Higher Diploma in Commercial Design (Jewellery Design and Visual Merchandising),商业设计高级文凭(珠宝设计及商品展示),"Arts, Design and Performing Arts",艺术、设计、表演艺术,2
2023/24,Hong Kong Baptist University - School of Continuing Education,香港浸会大学持续教育学院,Sub-degree,副学位,Higher Diploma,高级文凭课程,Higher Diploma in Data Science,数据科学高级文凭,Computer Science and Information Technology,计算机科学及信息科技,2
2023/24,Hong Kong Baptist University - School of Continuing Education,香港浸会大学持续教育学院,Sub-degree,副学位,Higher Diploma,高级文凭课程,Higher Diploma in Early Childhood Education,幼儿教育高级文凭,Education,教育,2
2023/24,Hong Kong Baptist University - School of Continuing Education,香港浸会大学持续教育学院,Sub-degree,副学位,Higher Diploma,高级文凭课程,Higher Diploma in Management (Aviation Administration),管理学高级文凭(航空行政管理),Business and Management,商业及管理,2
2023/24,Hong Kong Baptist University - School of Continuing Education,香港浸会大学持续教育学院,Sub-degree,副学位,Higher Diploma,高级文凭课程,Higher Diploma in Management (Justice Administration and Law Enforcement),管理学高级文凭(司法行政与执法),Business and Management,商业及管理,2
2023/24,Hong Kong Baptist University - School of Continuing Education,香港浸会大学持续教育学院,Sub-degree,副学位,Higher Diploma,高级文凭课程,Higher Diploma in Management (Sport and Healthy Living),管理学高级文凭(运动与健康生活),Business and Management,商业及管理,2
2023/24,Hong Kong Baptist University - School of Continuing Education,香港浸会大学持续教育学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Business (Sport and Recreation Management),Bachelor of Business (Sport and Recreation Management),Services,服务,1
2023/24,Hong Kong Baptist University - School of Continuing Education,香港浸会大学持续教育学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Business (Tourism and Event Management),Bachelor of Business (Tourism and Event Management),Services,服务,1
2023/24,Hong Kong Chu Hai College,香港珠海学院,Degree,学士学位,Bachelor's Degree,学士学位课程,Bachelor of Arts (Honours) in Chinese Literature Programme,中国文学 (荣誉) 文学士课程,Languages and Related Studies,语言及相关科目,4
2023/24,Hong Kong Chu Hai College,香港珠海学院,Degree,学士学位,Bachelor's Degree,学士学位课程,Bachelor of Arts (Honours) in English Studies Programme,英国语文(荣誉)文学士课程,Languages and Related Studies,语言及相关科目,4
2023/24,Hong Kong Chu Hai College,香港珠海学院,Degree,学士学位,Bachelor's Degree,学士学位课程,Bachelor of Arts (Honours) in Journalism and Communication Programme,新闻及传播 (荣誉) 文学士课程,"Mass Media and Communications, Journalism and Public Relations",大众传媒及传播、新闻及公共关系,4
2023/24,Hong Kong Chu Hai College,香港珠海学院,Degree,学士学位,Bachelor's Degree,学士学位课程,Bachelor of Arts (Hons) in Advertising and Corporate Communication Programme,广告及企业传播(荣誉)文学士课程,"Mass Media and Communications, Journalism and Public Relations",大众传媒及传播、新闻及公共关系,4
2023/24,Hong Kong Chu Hai College,香港珠海学院,Degree,学士学位,Bachelor's Degree,学士学位课程,Bachelor of Arts (Hons) in Communication and Crossmedia Programme,传播及跨媒体(荣誉)文学士课程,"Mass Media and Communications, Journalism and Public Relations",大众传媒及传播、新闻及公共关系,4
2023/24,Hong Kong Chu Hai College,香港珠海学院,Degree,学士学位,Bachelor's Degree,学士学位课程,Bachelor of Arts (Hons) in Creation in Chinese Literary Arts Programme,中文文艺创作(荣誉)文学士课程,Languages and Related Studies,语言及相关科目,4
