日期,最新值,涨跌幅,近3月涨跌幅,近6月涨跌幅,近1年涨跌幅,近2年涨跌幅,近3年涨跌幅
2007-07-18,4413,0.50102482,19.72327727,47.00199867,96.5701559,,
2007-07-19,4455,0.95173351,19.53313657,49.94951195,97.29849424,,
2007-07-20,4493,0.85297419,19.33598938,51.22854258,97.49450549,,
2007-07-23,4526,0.73447585,19.1366149,55.69315445,97.81468531,,
2007-07-24,4556,0.66283694,19.01776385,57.59252854,98.25935596,,
2007-07-25,4586,0.65847234,18.59322472,59.73528387,99.56483899,,
2007-07-26,4626,0.8722198,18.04031641,62.20196353,100.0,,
2007-07-27,4675,1.05923044,17.90668348,63.9200561,101.6824849,,
2007-07-30,4696,0.44919786,17.25343321,66.5248227,102.58843831,,
2007-07-31,4705,0.19165247,17.47815231,67.55698006,101.75814751,,
2007-08-01,4712,0.1487779,17.09741551,68.52646638,102.05831904,,
2007-08-02,4713,0.02122241,16.68729884,69.22800718,99.36548223,,
2007-08-03,4714,0.02121791,16.22287968,69.26391382,97.23849372,,
2007-08-06,4719,0.10606703,15.52019584,70.79261672,95.32284768,,
2007-08-07,4729,0.2119093,15.76499388,71.65154265,93.81147541,,
2007-08-08,4737,0.16916896,14.58635704,72.63119534,94.13934426,,
2007-08-09,4747,0.21110407,13.51028216,73.43807088,90.56603774,,
2007-08-10,4768,0.44238466,12.85207101,74.20533431,89.58250497,,
2007-08-13,4778,0.20973154,12.31781852,74.37956204,88.33267639,,
2007-08-14,4783,0.1046463,11.75233645,73.61161525,87.56862745,,
2007-08-15,4788,0.1045369,11.27120614,72.72727273,87.76470588,,
2007-08-16,4801,0.27151211,11.39211137,71.77101968,83.31424208,,
2007-08-17,4816,0.31243491,12.20876048,72.30769231,82.70106222,,
2007-08-20,4825,0.18687708,13.02412743,70.55496642,82.35071807,,
2007-08-21,4826,0.02072539,13.79391653,69.63093146,82.38851096,,
2007-08-22,4809,-0.3522586,14.36385256,68.20566632,82.02119606,,
2007-08-23,4775,-0.70700769,13.55529132,66.02920723,80.87121212,,
2007-08-24,4761,-0.29319372,13.70909959,65.54242003,80.47763457,,
2007-08-28,4774,0.27305188,14.87006737,62.16032609,80.55975794,,
2007-08-29,4817,0.90071219,16.86074721,63.62092391,81.56803619,,
2007-08-30,4898,1.68154453,19.5508909,66.37228261,83.92790086,,
2007-08-31,5004,2.16414863,22.73730684,69.97282609,87.20538721,,
2007-09-03,5087,1.65867306,25.07991148,69.28452579,89.53055142,,
2007-09-04,5169,1.61195203,27.09613966,72.01331115,91.37356535,,
2007-09-05,5239,1.35422712,28.69073938,73.01849406,90.16333938,,
2007-09-06,5299,1.14525673,30.03680982,73.85170604,92.1319797,,
2007-09-07,5388,1.67956218,32.31827112,75.10562236,94.16216216,,
2007-09-10,5453,1.20638456,34.31034483,71.69395466,96.22166247,,
2007-09-11,5492,0.71520264,35.40433925,72.92191436,96.0028551,,
2007-09-12,5500,0.14566642,35.73543929,70.38413879,94.27764041,,
2007-09-13,5490,-0.18181818,35.79025476,67.12328767,91.75689836,,
2007-09-14,5491,0.01821494,36.32075472,64.74647465,90.0,,
2007-09-17,5488,-0.05463486,36.65338645,62.65560166,88.72077029,,
2007-09-18,5474,-0.25510204,36.7816092,62.2406639,87.4015748,,
2007-09-19,5466,-0.14614541,37.16436637,61.71597633,85.85515131,,
2007-09-20,5474,0.14635931,37.46860874,61.28461992,85.12005411,,
2007-09-21,5494,0.36536354,37.69423559,61.01992966,85.92216582,,
2007-09-24,5505,0.20021842,37.69384692,60.16875182,86.86354379,,
2007-09-25,5506,0.0181653,37.3752495,60.19784696,88.04644809,,
2007-09-26,5521,0.27243008,37.4750996,60.21474173,89.92088063,,
2007-09-27,5552,0.56149248,37.9378882,60.78772082,92.17722395,,
2007-09-28,5588,0.64841499,38.66004963,61.31639723,95.31632296,,
2007-10-01,5639,0.91267001,39.61376578,61.94715681,97.09891646,,
2007-10-02,5693,0.9576166,40.49851925,63.16996274,99.89466292,,
2007-10-03,5741,0.8431407,41.29953237,64.31024614,101.72171469,,
2007-10-04,5803,1.07995123,42.33505028,65.65800742,103.68550369,,
2007-10-05,5860,0.98225056,43.20625611,66.76152533,105.11025551,,
2007-10-08,5900,0.68259386,43.727162,67.89982925,105.71827057,,
2007-10-09,5978,1.3220339,45.20281759,70.11952191,108.07518274,,
2007-10-10,6144,2.77684844,48.90935531,74.0509915,112.81607205,,
2007-10-11,6337,3.14127604,52.14885954,78.65802086,118.66804693,,
2007-10-12,6501,2.58797538,52.31958763,81.74447861,122.78958191,,
2007-10-15,6618,1.79972312,52.59395896,83.17187932,125.71623465,,
2007-10-16,6678,0.90661831,52.7098102,83.51195383,127.06562394,,
2007-10-17,6716,0.56903264,52.9492143,83.64779874,127.89277231,,
2007-10-18,6756,0.59559261,53.09313392,83.2881172,129.48369565,,
2007-10-19,6790,0.50325636,52.41301908,82.18406225,131.8197337,,
2007-10-22,6819,0.42709867,51.7694191,81.11553785,133.76756942,,
2007-10-23,6845,0.38128758,51.23729563,80.17899447,135.2233677,,
2007-10-24,6872,0.3944485,50.83406497,79.51933124,137.04725768,,
2007-10-25,6891,0.27648428,50.26166594,78.20015516,138.85615251,,
2007-10-26,6915,0.34828037,49.48119326,76.44807349,141.61425577,,
2007-10-29,6936,0.30368764,48.36363636,74.93064313,144.74241355,,
2007-10-30,6956,0.28835063,48.12606474,73.68289638,147.10479574,,
2007-10-31,6949,-0.10063255,47.69394261,73.50811486,148.35596855,,
2007-11-01,6897,-0.74830911,46.37096774,71.39662028,147.38163558,,
2007-11-02,6852,-0.65245759,45.38510503,69.64595197,146.29762761,,
2007-11-05,6806,-0.67133684,44.37844718,66.60954712,145.34967556,,
2007-11-06,6775,-0.45548046,43.56855266,65.85067319,144.40836941,,
2007-11-07,6756,-0.2804428,42.86318461,65.38555692,143.81089859,,
2007-11-08,6761,0.07400829,42.72746464,63.54620223,144.16756952,,
2007-11-09,6790,0.42893063,43.03770803,62.36250598,145.39212143,,
2007-11-12,6805,0.22091311,42.72231544,59.9670898,145.75659083,,
2007-11-13,6802,-0.04408523,42.36082043,59.89656794,145.64824847,,
2007-11-14,6761,-0.60276389,41.35479824,57.96728972,144.34405493,,
2007-11-15,6728,-0.48809348,40.51796157,56.35603068,143.50343829,,
2007-11-16,6690,-0.5648038,39.34596959,55.22041763,141.86550976,,
2007-11-19,6638,-0.77727952,37.83222591,55.49308972,139.72553268,,
2007-11-20,6587,-0.76830371,36.51813472,54.29843055,137.79783394,,
2007-11-21,6497,-1.36632761,34.6249482,53.19500118,134.80303578,,
2007-11-22,6382,-1.77004771,32.70950302,51.77170036,130.14785431,,
2007-11-23,6205,-2.77342526,29.94764398,47.56242568,123.52305476,,
2007-11-26,6097,-1.74053183,28.06133165,46.70356112,119.79091565,,
2007-11-27,6000,-1.59094637,26.02394455,44.36958614,116.68472373,,
2007-11-28,5946,-0.9,24.5496439,43.07025987,114.5021645,,
2007-11-29,5940,-0.10090817,23.31326552,44.10480349,113.82289417,,
2007-11-30,5988,0.80808081,19.66426859,46.87270052,114.93180187,,
