序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
408,922,佳电股份,11.96,3.1,0.36,267951.0,325581143.84,7.76,12.55,11.65,11.69,11.6,2.27,4.56,17.84,2.23,7126468294.0,7024469826.0,-0.08,-0.17,15.89,16.46
409,300617,安靠智电,26.93,3.1,0.81,19371.0,52115727.93,5.13,27.37,26.03,26.14,26.12,1.38,2.07,22.49,1.66,4524149407.0,2524322221.0,-0.19,-0.19,-7.14,-11.3
410,688058,宝兰德,31.71,3.09,0.95,6494.0,20565876.0,7.09,32.58,30.4,31.3,30.76,0.98,1.16,121.42,2.08,1775760000.0,1775760000.0,-0.06,-0.47,-28.56,-32.83
411,872925,锦好医疗,11.7,3.08,0.35,7244.0,8357797.83,10.13,11.85,10.7,11.24,11.35,1.67,1.31,97.74,3.17,1147438223.0,646952120.0,0.0,0.0,12.39,-5.65
412,300621,维业股份,7.69,3.08,0.23,48047.0,36534284.5,11.93,8.05,7.16,7.49,7.46,1.74,2.45,200.95,1.95,1599956023.0,1507429628.0,0.0,0.0,-31.34,-33.07
413,300136,信维通信,18.76,3.08,0.56,371897.0,695198978.81,7.69,19.31,17.91,18.02,18.2,1.55,4.51,26.32,2.57,18151587649.0,15466826002.0,0.05,-0.11,-9.02,-20.51
414,2691,冀凯股份,5.72,3.06,0.17,108465.0,61351156.2,7.93,5.84,5.4,5.55,5.55,1.13,3.23,-60.49,2.23,1944800000.0,1920432440.0,-0.17,-0.17,-22.39,-23.63
415,832471,美邦科技,10.1,3.06,0.3,20545.0,20963367.27,13.78,10.65,9.3,9.76,9.8,0.89,7.19,36.09,1.5,840320000.0,288699844.0,-0.3,-0.98,7.91,-17.75
416,301016,雷尔伟,16.19,3.06,0.48,38600.0,62889261.22,10.82,16.95,15.25,15.76,15.71,1.32,12.87,35.83,1.92,1942800000.0,485700000.0,-0.06,-0.37,-21.71,-26.61
417,600097,开创国际,9.12,3.05,0.27,92234.0,83852172.0,5.76,9.3,8.79,8.85,8.85,0.95,3.83,14.81,0.98,2197341418.0,2197341418.0,-0.33,-0.11,-14.69,-14.69
418,300600,国瑞科技,7.44,3.05,0.22,89908.0,67364347.4,5.68,7.72,7.31,7.45,7.22,1.47,3.9,7771.94,2.31,2189104531.0,1713364705.0,0.13,0.13,-31.3,-35.64
419,301525,儒竞科技,60.2,3.05,1.78,10168.0,60496967.04,6.25,61.22,57.57,58.52,58.42,1.29,4.31,21.26,1.85,5677568434.0,1420118000.0,-0.17,-0.07,-25.87,-28.66
420,603568,伟明环保,20.3,3.05,0.6,100985.0,203546041.0,4.11,20.46,19.65,19.78,19.7,1.86,0.6,16.52,3.29,34604356816.0,34392627816.0,-0.05,0.0,19.55,26.88
421,300049,福瑞股份,45.7,3.04,1.35,64143.0,290010420.75,7.78,46.5,43.05,43.85,44.35,0.99,2.78,117.19,7.55,12021526670.0,10533886332.0,-0.13,-0.02,0.88,4.84
422,603826,坤彩科技,42.42,3.04,1.25,16200.0,68255883.0,4.06,42.88,41.21,41.58,41.17,1.34,0.35,236.5,10.5,19852560000.0,19852560000.0,0.07,-0.12,-18.08,-28.14
423,300199,翰宇药业,11.55,3.03,0.34,542405.0,638908589.8,7.49,12.27,11.43,11.54,11.21,2.16,8.14,-42.38,9.07,10201437431.0,7692690540.0,0.17,0.35,-8.55,-14.95
424,605598,上海港湾,17.0,3.03,0.5,33620.0,57091131.0,7.21,17.5,16.31,16.51,16.5,1.25,4.56,21.74,2.44,4177934297.0,1252914297.0,0.0,-0.06,-27.97,-36.47
425,2687,乔治白,5.78,3.03,0.17,114637.0,66111426.47,4.99,5.85,5.57,5.57,5.61,0.88,2.82,14.37,2.04,2917889974.0,2347108760.0,0.17,-0.34,8.85,13.78
426,688525,佰维存储,46.28,3.03,1.36,378173.0,1769271440.0,4.3,47.85,45.92,47.0,44.92,2.05,15.2,-33.87,10.13,19915632414.0,11511813313.0,-0.15,0.33,14.33,-26.14
427,902,新洋丰,11.58,3.02,0.34,148184.0,170884201.85,2.94,11.67,11.34,11.5,11.24,1.94,1.3,12.04,1.53,14529808765.0,13150781085.0,0.0,0.09,0.52,1.67
428,2075,沙钢股份,4.09,3.02,0.12,370199.0,150417036.48,5.04,4.14,3.94,3.96,3.97,1.03,1.69,40.67,1.39,8972746070.0,8972731653.0,0.25,0.49,9.36,7.07
429,950,重药控股,5.46,3.02,0.16,371339.0,201744447.83,4.91,5.53,5.27,5.29,5.3,2.2,2.15,13.67,0.86,9435888440.0,9435888440.0,0.0,0.0,11.89,9.86
430,603885,吉祥航空,12.3,3.02,0.36,244840.0,299823290.0,3.52,12.42,12.0,12.05,11.94,1.64,1.11,36.25,3.24,27232264796.0,27232264796.0,0.08,0.0,-1.05,2.5
431,2837,英维克,30.44,3.01,0.89,169576.0,509262911.09,6.77,30.81,28.81,29.44,29.55,1.37,3.51,50.33,6.96,17314841989.0,14727260171.0,-0.07,0.1,21.23,10.77
432,2409,雅克科技,57.58,3.01,1.68,138231.0,799063388.25,7.05,58.99,55.05,55.87,55.9,2.33,4.34,42.77,4.04,27403915699.0,18340539772.0,0.02,-0.12,23.32,3.32
433,831167,鑫汇科,11.02,2.99,0.32,4154.0,4572656.13,6.92,11.35,10.61,10.61,10.7,1.16,2.06,22.59,2.13,550812010.0,222739469.0,1.66,1.1,-19.56,-43.43
434,603583,捷昌驱动,21.7,2.99,0.63,114003.0,247591584.0,4.89,22.04,21.01,21.24,21.07,1.49,2.98,33.22,2.04,8345719204.0,8294758924.0,-0.14,-0.18,9.15,8.34
435,688321,微芯生物,20.47,2.97,0.59,78932.0,161639893.0,6.49,20.98,19.69,19.76,19.88,1.46,1.92,94.77,5.31,8419040673.0,8419040673.0,-0.2,-0.15,2.15,-6.74
436,605288,凯迪股份,34.39,2.96,0.99,11878.0,40768539.0,6.92,35.18,32.87,33.35,33.4,1.08,1.69,20.45,1.12,2414140584.0,2414140584.0,-0.09,-0.35,-27.45,-27.02
437,688227,品高股份,12.86,2.96,0.37,15792.0,20153503.0,6.24,13.08,12.3,12.45,12.49,1.04,2.5,-130.03,1.03,1453890837.0,812258793.0,0.0,-0.16,-27.51,-32.56
438,688255,凯尔达,19.49,2.96,0.56,9159.0,17621076.0,7.34,19.81,18.42,18.7,18.93,0.72,1.31,86.6,2.01,2141149376.0,1366298758.0,0.46,0.31,-11.61,-20.29
439,603926,铁流股份,9.05,2.96,0.26,50357.0,45474162.0,7.85,9.32,8.63,8.72,8.79,1.0,2.42,19.64,1.26,2077269406.0,1884771824.0,0.33,0.0,-21.65,-27.66
440,603286,日盈电子,17.43,2.95,0.5,109770.0,192711658.0,6.62,18.1,16.98,17.06,16.93,1.32,12.46,244.93,2.33,1992317517.0,1535164680.0,-0.23,0.46,-24.22,-32.62
441,688800,瑞可达,26.57,2.94,0.76,23462.0,62068523.0,7.44,27.17,25.25,25.69,25.81,1.17,2.2,30.77,2.17,4209216026.0,2832071670.0,0.08,0.15,-23.1,-33.87
442,605056,咸亨国际,12.62,2.94,0.36,73406.0,92119549.0,6.04,12.82,12.08,12.35,12.26,1.13,4.59,63.89,3.47,5191559062.0,2018850994.0,0.08,-0.08,-11.44,-19.05
443,301359,东南电子,17.18,2.94,0.49,27137.0,45815223.84,9.23,17.6,16.06,16.69,16.69,1.04,10.29,38.59,1.75,1474731200.0,453048265.0,0.06,-0.06,-30.95,-35.44
444,603499,翔港科技,18.94,2.93,0.54,110540.0,201275639.0,14.89,19.45,16.71,18.3,18.4,1.34,5.11,366.47,7.15,4093669819.0,4093669819.0,0.58,0.64,61.74,76.02
445,589,贵州轮胎,6.68,2.93,0.19,1365371.0,918937806.61,7.55,6.96,6.47,6.5,6.49,1.24,9.44,11.81,1.42,9834364203.0,9662994548.0,0.45,0.3,9.51,9.15
446,2933,新兴装备,26.38,2.93,0.75,36775.0,96681476.0,6.52,26.97,25.3,25.63,25.63,0.91,3.23,217.23,2.1,3095693000.0,3006938730.0,0.08,-0.08,-19.35,-27.63
447,605009,豪悦护理,42.6,2.92,1.21,25788.0,107842085.0,4.45,42.64,40.8,41.4,41.39,1.13,1.67,15.08,2.06,6612668027.0,6588513827.0,0.12,0.24,13.21,11.61
448,688210,统联精密,17.3,2.91,0.49,14551.0,25014447.0,6.72,17.68,16.55,16.83,16.81,0.85,1.38,46.12,2.29,2742618876.0,1828227532.0,0.06,0.17,-27.86,-33.84
449,605365,立达信,17.3,2.91,0.49,36932.0,63895361.0,6.9,17.71,16.55,16.94,16.81,1.34,6.23,26.08,2.55,8727162965.0,1025241890.0,0.06,0.0,-24.22,-7.04
450,301221,光庭信息,36.76,2.91,1.04,33658.0,123708765.34,7.39,37.87,35.23,35.72,35.72,1.04,7.74,754.96,1.67,3404795748.0,1599309968.0,0.03,0.08,-28.36,-36.95
451,600562,国睿科技,13.79,2.91,0.39,169305.0,232097605.0,6.04,14.05,13.24,13.4,13.4,2.41,1.38,28.58,3.09,17125219614.0,16909376327.0,0.0,-0.07,7.48,-0.36
452,819,岳阳兴长,14.5,2.91,0.41,36764.0,53397532.13,7.24,14.88,13.86,13.88,14.09,1.1,1.23,53.04,2.57,5360613837.0,4337678698.0,0.0,-0.14,-11.31,-19.8
453,1313,粤海饲料,7.43,2.91,0.21,39972.0,29590249.49,5.26,7.55,7.17,7.25,7.22,1.1,1.83,-256.78,1.92,5201000000.0,1620423567.0,0.27,0.27,-12.79,-13.81
454,688018,乐鑫科技,97.15,2.9,2.74,13546.0,130710960.0,4.69,97.83,93.4,94.0,94.41,1.33,1.72,57.62,4.1,7848721687.0,7662861204.0,0.06,0.31,-0.27,-5.63
455,301031,中熔电气,92.92,2.9,2.62,12961.0,119075056.12,7.54,94.81,88.0,90.41,90.3,1.13,3.55,54.05,6.56,6158498517.0,3391747070.0,-0.14,-0.28,-25.48,-28.94
456,688292,浩瀚深度,17.78,2.89,0.5,31936.0,55953308.0,7.35,18.07,16.8,17.27,17.28,1.14,3.68,44.57,2.69,2794067739.0,1544301387.0,0.17,0.11,-25.01,-35.39
457,603088,宁波精达,7.48,2.89,0.21,107575.0,80347364.0,7.15,7.7,7.18,7.3,7.27,1.28,2.48,20.57,4.51,3275469859.0,3241191233.0,-0.13,0.0,-4.1,-13.23
458,802,北京文化,5.7,2.89,0.16,128477.0,70815320.0,7.58,5.75,5.33,5.53,5.54,1.57,1.8,-74.46,3.3,4080631454.0,4078151954.0,0.18,-0.18,-13.37,-21.49
459,688336,三生国健,21.43,2.88,0.6,25418.0,54228673.0,4.42,21.7,20.78,20.84,20.83,1.3,2.74,44.86,2.7,13217719544.0,1987450152.0,0.09,-0.33,-3.03,-4.8
460,2008,大族激光,18.93,2.88,0.53,234911.0,444216927.18,4.57,19.24,18.4,18.46,18.4,2.14,2.4,24.28,1.38,19918013490.0,18537845401.0,0.0,0.0,0.32,-8.64
461,300876,蒙泰高新,16.81,2.88,0.47,11919.0,19675956.04,7.65,17.0,15.75,16.22,16.34,1.02,1.74,75.14,1.93,1613795385.0,1149587235.0,-0.24,-0.53,-30.85,-32.81
462,2870,香山股份,31.23,2.87,0.87,39361.0,123015206.0,5.9,32.11,30.32,30.64,30.36,1.49,3.57,25.59,2.72,4124722112.0,3444249893.0,-0.03,0.19,-4.96,-12.94
463,601595,上海电影,26.99,2.86,0.75,103904.0,275918386.0,8.42,27.49,25.28,26.3,26.24,1.12,2.32,97.57,7.36,12096918000.0,12096918000.0,0.04,0.15,16.89,4.49
464,603277,银都股份,28.51,2.85,0.79,13290.0,37947977.0,4.15,28.94,27.79,27.95,27.72,0.89,0.32,23.47,4.25,11992546185.0,11899375505.0,-0.04,-0.14,13.68,6.3
465,600699,均胜电子,17.33,2.85,0.48,266175.0,461006935.0,5.7,17.75,16.79,16.86,16.85,1.77,1.95,22.54,1.8,24412797740.0,23708906534.0,0.0,0.12,6.71,-3.51
466,1387,雪祺电气,22.76,2.85,0.63,108935.0,247308657.24,7.32,23.5,21.88,22.12,22.13,1.18,32.51,24.15,2.77,3112657600.0,762587752.0,-0.26,0.18,-23.37,47.98
467,688053,思科瑞,24.95,2.84,0.69,12557.0,30746442.0,7.58,25.17,23.33,24.7,24.26,0.96,2.97,52.96,1.48,2495000000.0,1054731310.0,0.73,1.01,-41.16,-50.04
468,2997,瑞鹄模具,28.62,2.84,0.79,117795.0,342060218.22,4.46,29.58,28.34,28.34,27.83,1.73,5.63,29.11,3.93,5990776322.0,5990776322.0,0.18,-0.03,-1.41,-14.11
469,688122,西部超导,38.27,2.82,1.05,51851.0,196422166.0,4.97,38.56,36.71,37.01,37.22,1.18,0.8,33.05,3.93,24862660300.0,24862660300.0,-0.05,-0.05,-6.2,-28.1
470,301073,君亭酒店,26.07,2.8,0.71,108388.0,280970491.01,8.52,26.69,24.53,25.0,25.36,0.82,12.73,158.64,5.22,5069338769.0,2220151650.0,-0.27,0.31,5.63,14.9
471,871642,通易航天,8.08,2.8,0.22,41031.0,33793975.85,11.2,8.6,7.72,7.79,7.86,1.46,7.49,72.41,3.33,837655846.0,442906477.0,-0.98,-0.98,-15.22,-42.57
472,603186,华正新材,22.05,2.8,0.6,57684.0,127194091.0,6.62,22.7,21.28,21.55,21.45,1.09,4.06,-25.98,2.09,3131363542.0,3131363542.0,0.09,-0.05,-28.89,-36.46
473,688181,八亿时空,17.29,2.79,0.47,15472.0,26627746.0,6.0,17.67,16.66,16.83,16.82,0.96,1.15,21.56,1.12,2325185930.0,2325185930.0,-0.17,0.06,-29.02,-35.96
474,300859,*ST西域,29.44,2.79,0.8,47774.0,140770609.0,5.34,29.98,28.45,28.8,28.64,0.84,3.08,27.44,6.2,4563200000.0,4563200000.0,-0.17,0.17,4.4,5.9
475,688582,芯动联科,31.41,2.78,0.85,25484.0,79621749.0,8.74,32.38,29.71,30.68,30.56,1.47,5.14,75.96,6.09,12564314100.0,1557969860.0,-0.19,-0.22,-7.04,-18.77
476,603598,引力传媒,14.79,2.78,0.4,247647.0,367637341.0,6.25,15.11,14.21,14.68,14.39,1.29,9.25,84.39,21.91,3961692291.0,3961692291.0,-0.14,0.0,-17.65,-28.48
477,300542,新晨科技,10.38,2.77,0.28,180062.0,187299739.55,12.28,11.09,9.85,10.08,10.1,1.51,7.38,-119.78,5.22,3099051752.0,2531974716.0,-0.19,-0.38,-15.54,-20.76
478,688443,智翔金泰-U,36.37,2.77,0.98,18171.0,65787641.0,9.75,37.45,34.0,35.39,35.39,1.17,2.04,-16.64,4.79,13336151600.0,3238387891.0,-0.79,-0.71,2.51,-8.96
479,603303,得邦照明,12.63,2.77,0.34,34182.0,43034988.0,6.59,12.81,12.0,12.28,12.29,1.75,0.72,16.04,1.73,6023809982.0,6023809982.0,-0.16,-0.16,-2.09,-1.71
480,600215,派斯林,8.55,2.76,0.23,82508.0,70378489.0,6.01,8.74,8.24,8.24,8.32,0.72,1.81,25.02,2.0,3976031124.0,3906348624.0,-0.23,-0.12,1.3,0.12
481,300563,神宇股份,13.41,2.76,0.36,128616.0,171533235.9,7.89,13.77,12.74,13.05,13.05,0.98,10.45,47.37,2.32,2389561774.0,1649952990.0,-0.3,-0.59,-9.33,-16.14
482,600106,重庆路桥,5.98,2.75,0.16,232827.0,138390465.0,4.64,6.06,5.79,5.85,5.82,0.99,1.75,36.04,1.67,7947569871.0,7947569871.0,-0.17,-0.17,-3.86,-10.48
483,600425,青松建化,3.75,2.74,0.1,882499.0,343048184.0,7.4,4.02,3.75,4.02,3.65,4.06,6.4,12.99,0.97,6017638901.0,5170462823.0,0.0,0.0,-3.6,-5.06
484,603215,比依股份,18.38,2.74,0.49,73003.0,135362908.0,7.21,18.98,17.69,17.8,17.89,1.87,10.36,14.81,3.19,3467535860.0,1295131077.0,-0.05,-0.33,-3.57,6.24
485,2588,史丹利,6.76,2.74,0.18,331903.0,223943511.87,4.26,6.86,6.58,6.6,6.58,1.74,3.24,10.12,1.31,7820535840.0,6926227521.0,0.3,0.15,5.3,5.96
486,2886,沃特股份,14.32,2.73,0.38,107474.0,154431530.1,5.6,14.78,14.0,14.3,13.94,1.49,5.16,183.76,2.13,3769075051.0,2984225908.0,0.07,-0.07,-23.55,-30.11
487,603755,日辰股份,21.13,2.72,0.56,15054.0,32057289.0,8.75,22.42,20.62,20.63,20.57,0.84,1.53,36.93,2.97,2083707080.0,2083707080.0,-0.19,-0.33,-19.23,-20.5
488,600363,联创光电,29.48,2.72,0.78,122470.0,358944792.0,7.35,30.13,28.02,28.58,28.7,0.89,2.69,37.49,3.33,13420055110.0,13420055110.0,0.03,-0.03,-4.13,-13.29
489,300073,当升科技,51.48,2.71,1.36,678909.0,3536046209.02,9.5,53.98,49.22,49.22,50.12,1.14,13.43,13.55,1.99,26074659846.0,26016127652.0,0.16,0.29,34.91,34.76
490,600621,华鑫股份,13.25,2.71,0.35,378661.0,503753314.0,7.05,13.67,12.76,12.83,12.9,1.58,3.57,35.38,1.81,14056915619.0,14056915619.0,0.08,-0.08,2.4,-5.83
491,833751,惠同新材,8.38,2.7,0.22,32087.0,26831219.58,6.37,8.59,8.07,8.1,8.16,1.32,6.96,20.99,1.98,727216400.0,386514930.0,0.48,0.6,3.84,-20.94
492,600879,航天电子,7.24,2.7,0.19,604681.0,436981023.0,5.53,7.39,7.0,7.01,7.05,1.66,1.87,45.51,1.18,23886927178.0,23379213295.0,0.14,0.14,1.26,-6.1
493,836077,吉林碳谷,12.58,2.69,0.33,21569.0,27579614.63,9.96,13.29,12.07,12.25,12.25,1.44,0.79,18.0,3.04,7393037258.0,3423030341.0,0.32,0.32,-13.06,-24.17
494,2526,山东矿机,3.05,2.69,0.08,1870319.0,571273734.89,4.71,3.12,2.98,3.03,2.97,1.41,10.62,19.65,1.76,5437521200.0,5370766002.0,0.0,0.0,9.71,5.17
