Name of Institution,Street Address,City,ZIP Code,County,Georeference
Bank of America N.A. GA1-006-15-40,95 Wall Street,New York,10005,New York,POINT (-74.00748871 40.70493849)
Bank of America N.A. GA1-006-15-40,835 Eighth Avenue,New York,10019,New York,POINT (-73.985904722 40.762891095)
Bank of America N.A. GA1-006-15-40,560 Second Avenue,New York,10016,New York,POINT (-73.976868025 40.74289728)
Bank of America N.A. GA1-006-15-40,550 Fifth Avenue,New York,10036,New York,POINT (-73.979469516 40.755741289)
Bank of America N.A. GA1-006-15-40,210 Dyckman Street,New York,10040,New York,POINT (-73.927266185 40.865190211)
Bank of America N.A. GA1-006-15-40,4201 Main Street,Flushing,11355,Queens,POINT (-73.828041299 40.755321565)
Bank of America N.A. GA1-006-15-40,89-01 Queens Boulevard,Elmhurst,11373,Queens,POINT (-73.874071359 40.734903333)
Bank of America N.A. GA1-006-15-40,890 Old Country Road,Westbury,11530,Nassau,POINT (-73.605735876 40.744233565)
Bank of America N.A. GA1-006-15-40,96 7th Street,Garden City,11530,Nassau,POINT (-73.637374711 40.724310452)
Bank of America N.A. GA1-006-15-40,405 Windsor Highway,Vails Gate,12584,Orange,POINT (-74.055924376 41.455920218)
Bank of America N.A. GA1-006-15-40,88 Bowery Street,New York,10013,New York,POINT (-73.995693947 40.717213033)
Bank of America N.A. GA1-006-15-40,851 Kimball Avenue,Yonkers,10704,Westchester,POINT (-73.84951178 40.927797462)
Bank of America N.A. GA1-006-15-40,358 Fifth Avenue,New York,10001,New York,POINT (-73.984808705 40.748722912)
Bank of America N.A. GA1-006-15-40,193 West 237th Street,Bronx,10463,Bronx,POINT (-73.899429214 40.884196428)
Bank of America N.A. GA1-006-15-40,2756 Long Beach Road,Oceanside,11572,Nassau,POINT (-73.639375388 40.64486757)
Bank of America N.A. GA1-006-15-40,33 New Scotland Avenue,Albany,12208,Albany,POINT (-73.773692452 42.653752939)
Bank of America N.A. GA1-006-15-40,4061 Broadway,New York,10032,New York,POINT (-73.939330342 40.843533846)
Bank of America N.A. GA1-006-15-40,315 Lafayette Street,New York,10012,New York,POINT (-73.995099858 40.725240436)
Bank of America N.A. GA1-006-15-40,767 Cayuga Street,Lewiston,14092,Niagara,POINT (-79.037170494 43.170331015)
Bank of America N.A. GA1-006-15-40,1017 Montauk Highway,Shirley,11967,Suffolk,POINT (-72.859557063 40.803135378)
Bank of America N.A. GA1-006-15-40,1989 South Park Avenue,Buffalo,14220,Erie,POINT (-78.823879053 42.844582262)
Bank of America N.A. GA1-006-15-40,425 Lexington Avenue,New York,10174,New York,POINT (-73.975185106 40.75238769)
Bank of America N.A. GA1-006-15-40,1775 Broadway,New York,10019,New York,POINT (-73.981932371 40.76698096)
Bank of America N.A. GA1-006-15-40,200 Park Avenue,New York,10166,New York,POINT (-73.97640174 40.753973588)
Bank of America N.A. GA1-006-15-40,390 Sixth Avenue,New York,10011,New York,POINT (-73.999731893 40.733245238)
Bank of America N.A. GA1-006-15-40,1293 Broadway,New York,10001,New York,POINT (-73.988165741 40.749671995)
Bank of America N.A. GA1-006-15-40,19-50 37th Street,Astoria,11105,Queens,POINT (-73.902772839 40.77851777)
Bank of America N.A. GA1-006-15-40,521 Stewart Avenue,Bethpage,11714,Nassau,POINT (-73.482084616 40.743295462)
Bank of America N.A. GA1-006-15-40,329A East 149th Street,Bronx,10451,Bronx,POINT (-73.920298141 40.816920507)
Bank of America N.A. GA1-006-15-40,65 Metropolitan Oval,Bronx,10462,Bronx,POINT (-73.861428599 40.837805737)
Bank of America N.A. GA1-006-15-40,7923 3rd Avenue,Brooklyn,11209,Kings,POINT (-74.029072949 40.627921499)
Bank of America N.A. GA1-006-15-40,14 Newtown Lane,East Hampton,11937,Suffolk,POINT (-72.185473513 40.964214476)
Bank of America N.A. GA1-006-15-40,Lawrence Avenue & Bayview Avenue,Lawrence,11559,Nassau,POINT (-73.737545998 40.615059007)
Bank of America N.A. GA1-006-15-40,157 East 125th Street,New York,10035,New York,POINT (-73.936706052 40.804256793)
Bank of America N.A. GA1-006-15-40,495 Elmwood Avenue,Buffalo,14222,Erie,POINT (-78.87686274 42.910600436)
Bank of America N.A. GA1-006-15-40,700 Allerton Avenue,Bronx,10467,Bronx,POINT (-73.867158887 40.865293309)
Bank of America N.A. GA1-006-15-40,501 Brighton Beach Avenue,Brookyn,11235,Kings,POINT (-73.962270522 40.577613567)
Bank of America N.A. GA1-006-15-40,901 Broad Hollow Road,Farmingdale,11735,Nassau,POINT (-73.423391261 40.726029203)
Bank of America N.A. GA1-006-15-40,248 East Fordham Road,Bronx,10458,Bronx,POINT (-73.895702033 40.862076837)
Bank of America N.A. GA1-006-15-40,1500 Westchester Avenue,Bronx,10472,Bronx,POINT (-73.879908013 40.828378946)
Bank of America N.A. GA1-006-15-40,1620 Westchester Avenue,Bronx,10472,Bronx,POINT (-73.874210834 40.829458661)
Bank of America N.A. GA1-006-15-40,670 Avenue of the Americas,New York,10010,New York,POINT (-73.993657564 40.741436649)
Bank of America N.A. GA1-006-15-40,240 Park Avenue South,New York,10003,New York,POINT (-73.988266072 40.737904935)
Bank of America N.A. GA1-006-15-40,4239 Bell Boulevard,Bayside,11361,Queens,POINT (-73.769880027 40.761672785)
Bank of America N.A. GA1-006-15-40,127 Eighth Avenue,New York,10011,New York,POINT (-74.001644344 40.741277812)
Bank of America N.A. GA1-006-15-40,1330 First Avenue,New York,10021,New York,POINT (-73.956048886 40.767412084)
Bank of America N.A. GA1-006-15-40,2380 Broadway,New York,10024,New York,POINT (-73.975580062 40.789013757)
Bank of America N.A. GA1-006-15-40,50 West Fordham Road,Bronx,10468,Bronx,POINT (-73.903580184 40.862607956)
Bank of America N.A. GA1-006-15-40,37-41 82nd Street,Jackson Heights,11372,Queens,POINT (-73.883947168 40.748499451)
Bank of America N.A. GA1-006-15-40,378 Jericho Turnpike,Syosset,11791,Nassau,POINT (-73.502342167 40.809846474)
Bank of America N.A. GA1-006-15-40,808 Columbus Avenue,New York,10025,New York,POINT (-73.966554428 40.794654149)
Bank of America N.A. GA1-006-15-40,92 Delancey Street,New York,10002,New York,POINT (-73.989188668 40.719098584)
Bank of America N.A. GA1-006-15-40,1107 Third Avenue,New York,10065,New York,POINT (-73.963771553 40.765105719)
Bank of America N.A. GA1-006-15-40,244 Eighth Avenue,New York,10011,New York,POINT (-73.998597606 40.744854245)
Bank of America N.A. GA1-006-15-40,1886 Broadway,New York,10023,New York,POINT (-73.981866992 40.771089183)
Bank of America N.A. GA1-006-15-40,2136 Bartow Avenue,Bronx,10475,Bronx,POINT (-73.826668008 40.868313224)
Bank of America N.A. GA1-006-15-40,24-10  Jackson Avenue,Long Island City,11101,Queens,POINT (-73.944571043 40.746092629)
Bank of America N.A. GA1-006-15-40,115 West 42nd Street,New York,10036,New York,POINT (-73.984699656 40.75526109)
Bank of America N.A. GA1-006-15-40,500 Mamaroneck Avenue,White Plains,10605,Westchester,POINT (-73.759064606 41.022172571)
Bank of America N.A. GA1-006-15-40,438 86th Street,Brooklyn,11209,Kings,POINT (-74.02746882 40.622059866)
Bank of America N.A. GA1-006-15-40,206 Main Street,White Plains,10601,Westchester,POINT (-73.765536609 41.032783934)
Bank of America N.A. GA1-006-15-40,2820 Hylan Boulevard,Staten Island,10306,Richmond,POINT (-74.115813409 40.563970888)
Bank of America N.A. GA1-006-15-40,120 Flatbush Avenue,Brooklyn,11217,Kings,POINT (-73.978358076 40.684985495)
Bank of America N.A. GA1-006-15-40,277 Canal Street,New York,10013,New York,POINT (-74.00150269 40.719334283)
Bank of America N.A. GA1-006-15-40,353 Lexington Avenue,New York,10016,New York,POINT (-73.976990568 40.749921985)
Bank of America N.A. GA1-006-15-40,2535 Richmond Avenue,Staten Island,10314,Richmond,POINT (-74.166802705 40.58603474)
Bank of America N.A. GA1-006-15-40,45-26 Greenpoint Avenue,Sunnyside,11104,Queens,POINT (-73.919138254 40.742004901)
Bank of America N.A. GA1-006-15-40,274 7th Avenue,Brooklyn,11215,Kings,POINT (-73.980532174 40.668781726)
Bank of America N.A. GA1-006-15-40,386 Knickerbocker Avenue,Brooklyn,11237,Kings,POINT (-73.920828883 40.700084279)
Bank of America N.A. GA1-006-15-40,5345 West Genessee Street,Camillius,13031,Onondaga,POINT (-76.273854746 43.039177364)
Bank of America N.A. GA1-006-15-40,90-53 Sutphin Boulevard,Jamaica,11435,Queens,POINT (-73.807760614 40.701566493)
Bank of America N.A. GA1-006-15-40,8225 Jericho Turnpike,Woodbury,11797,Nassau,POINT (-73.467801601 40.816542567)
Bank of America N.A. GA1-006-15-40,100 Christie Place,Scarsdale,10583,Westchester,POINT (-73.807341519 40.990606323)
Bank of America N.A. GA1-006-15-40,4701 13th Avenue,Brooklyn,11219,Kings,POINT (-73.990913245 40.635995115)
Bank of America N.A. GA1-006-15-40,260 Greenwich Street,New York,10007,New York,POINT (-74.01149065 40.715211518)
Bank of America N.A. GA1-006-15-40,2196 Forest Avenue,Staten Island,10303,Richmond,POINT (-74.162745445 40.626309156)
Bank of America N.A. GA1-006-15-40,1160 West Boston Post Road,Mamaroneck,10543,Westchester,POINT (-73.744448327 40.939612291)
Bank of America N.A. GA1-006-15-40,301 West 145th Street,New York,10039,New York,POINT (-73.942384372 40.823215568)
Bank of America N.A. GA1-006-15-40,572 Gramatan Avenue,Mount Vernon,10552,Westchester,POINT (-73.836073426 40.926269433)
Bank of America N.A. GA1-006-15-40,515 Ocean Avenue,Brooklyn,11226,Kings,POINT (-73.960845933 40.650278591)
Bank of America N.A. GA1-006-15-40,141-61 Northern Boulevard,Flushing,11354,Queens,POINT (-73.821842355 40.764805097)
Bank of America N.A. GA1-006-15-40,151-16 84th Street,Howard Beach,11414,Queens,POINT (-73.850757346 40.667321557)
Bank of America N.A. GA1-006-15-40,880 Quincy Street,Brooklyn,11221,Kings,POINT (-73.923903952 40.689930064)
Bank of America N.A. GA1-006-15-40,59-01 Myrtle Avenue,Ridgewood,11385,Kings,POINT (-73.900070849 40.700620762)
Bank of America N.A. GA1-006-15-40,205-02 Linden Boulevard,St. Albans,11412,Queens,POINT (-73.747240004 40.695704818)
Bank of America N.A. GA1-006-15-40,241-42 South Conduit Boulevard,Rosedale,11422,Queens,POINT (-73.735989981 40.665054964)
Bank of America N.A. GA1-006-15-40,91-16 168th Street,Jamaica,11432,Queens,POINT (-73.792868738 40.706764446)
Bank of America N.A. GA1-006-15-40,6901 5th Avenue,Brooklyn,11209,Kings,POINT (-74.020931606 40.633251174)
Bank of America N.A. GA1-006-15-40,31-81 Steinway Avenue,Astoria,11103,Queens,POINT (-73.918578426 40.759268771)
Bank of America N.A. GA1-006-15-40,205 Montague Street,Brooklyn,11201,Kings,POINT (-73.991021791 40.694024624)
Bank of America N.A. GA1-006-15-40,14-15 College Point Boulevard,College Point,11356,Queens,POINT (-73.845663077 40.784974057)
Bank of America N.A. GA1-006-15-40,781 Eastern Parkway,Brooklyn,11213,Kings,POINT (-73.942502054 40.669811108)
Bank of America N.A. GA1-006-15-40,401 Main Street,Armonk,10504,Westchester,POINT (-73.714296945 41.125932108)
Bank of America N.A. GA1-006-15-40,91 South Greeley Avenue,Chappaqua,10514,Westchester,POINT (-73.772786201 41.157631125)
Bank of America N.A. GA1-006-15-40,20 South Broadway,Yonkers,10701,Westchester,POINT (-73.898275194 40.93303124)
Bank of America N.A. GA1-006-15-40,130 North Country Shopping Center,Goldens Bridge,10526,Westchester,POINT (-73.659776 41.295408)
Bank of America N.A. GA1-006-15-40,176 Roberts Avenue,Yonkers,10703,Westchester,POINT (-73.88581942 40.960786444)
Bank of America N.A. GA1-006-15-40,625 8th Avenue,New York,10018,New York,POINT (-73.990644186 40.756377434)
Bank of America N.A. GA1-006-15-40,3508 Johnson Avenue,Riverdale,10463,Bronx,POINT (-73.909776925 40.885780775)
Bank of America N.A. GA1-006-15-40,900 Third Avenue,New York,10022,New York,POINT (-73.968933632 40.758706262)
Bank of America N.A. GA1-006-15-40,800 Avenue of the Americas,New York,10001,New York,POINT (-73.990487696 40.745350076)
Bank of America N.A. GA1-006-15-40,1066 Lexington Avenue,New York,10021,New York,POINT (-73.960631707 40.772691533)
Bank of America N.A. GA1-006-15-40,2770 Broadway,New York,10025,New York,POINT (-73.967556234 40.801837775)
Bank of America N.A. GA1-006-15-40,215 West 125th Street,New York,10027,New York,POINT (-73.949113532 40.809530435)
Bank of America N.A. GA1-006-15-40,334 Columbus Avenue,New York,10023,New York,POINT (-73.977218305 40.779890935)
Bank of America N.A. GA1-006-15-40,261 Broadway,New York,10007,New York,POINT (-74.006762083 40.713886675)
Bank of America N.A. GA1-006-15-40,750 Third Avenue,New York,10017,New York,POINT (-73.972540197 40.753707756)
Bank of America N.A. GA1-006-15-40,501 Fifth Avenue,New York,10017,New York,POINT (-73.980839874 40.753239417)
Bank of America N.A. GA1-006-15-40,1680 Broadway,New York,10019,New York,POINT (-73.982788499 40.763024534)
Bank of America N.A. GA1-006-15-40,675 Third Avenue,New York,10017,New York,POINT (-73.973966042 40.750799277)
Bank of America N.A. GA1-006-15-40,25 West 51st Street,New York,10019,New York,POINT (-73.9782357 40.759907514)
Bank of America N.A. GA1-006-15-40,1900 Pine Avenue,Niagara Falls,14301,Niagara,POINT (-79.038764312 43.095309168)
Bank of America N.A. GA1-006-15-40,106 West 117th Street,New York,10026,New York,POINT (-73.949651566 40.802791259)
Bank of America N.A. GA1-006-15-40,One Penn Plaza East,New York,10119,New York,POINT (-73.99159528 40.750946254)
Bank of America N.A. GA1-006-15-40,29 Broadway,New York,10006,New York,POINT (-74.013298458 40.7060475)
Bank of America N.A. GA1-006-15-40,335 Madison Avenue,New York,10017,New York,POINT (-73.978584723 40.75350944)
Bank of America N.A. GA1-006-15-40,988 Third Avenue,New York,10022,New York,POINT (-73.966841257 40.761527275)
Bank of America N.A. GA1-006-15-40,534 5th Avenue,Brooklyn,11215,Kings,POINT (-73.98905439 40.666116616)
Bank of America N.A. GA1-006-15-40,345 Park Avenue South,New York,10010,New York,POINT (-73.985035184 40.741715725)
Bank of America N.A. GA1-006-15-40,2915 Stillwell Avenue,Brooklyn,11224,Kings,POINT (-73.98124363 40.576227033)
Bank of America N.A. GA1-006-15-40,36 East 14th Street,New York,10003,New York,POINT (-73.99200482 40.735155419)
Bank of America N.A. GA1-006-15-40,2443 Hempstead Turnpike,East Meadow,11554,Nassau,POINT (-73.545158437 40.72527831)
Bank of America N.A. GA1-006-15-40,224 West 4th Street,New York,10014,New York,POINT (-74.002958124 40.733871647)
Bank of America N.A. GA1-006-15-40,350 Fulton Street,Brooklyn,11201,Queens,POINT (-73.988405044 40.691749524)
Bank of America N.A. GA1-006-15-40,45 Market Street,Poughkeepsie,12601,Dutchess,POINT (-73.929239537 41.702667941)
Bank of America N.A. GA1-006-15-40,93 West Campbell Road,Schenectady,12305,Schenectady,POINT (-73.987860304 42.808862991)
Bank of America N.A. GA1-006-15-40,287 Main Street,Schoharie,12157,Schoharie,POINT (-74.31222311 42.664032421)
Bank of America N.A. GA1-006-15-40,"67 Middlebush Road, Route 9",Wappingers Falls,12590,Dutchess,POINT (-73.908628773 41.588612868)
Bank of America N.A. GA1-006-15-40,770 Broadway,New York,10003,New York,POINT (-73.991402664 40.730848965)
Bank of America N.A. GA1-006-15-40,3424 Jerome Avenue,Bronx,10467,Bronx,POINT (-73.882756603 40.881171315)
Bank of America N.A. GA1-006-15-40,449 Myrtle Avenue,Brooklyn,11205,Kings,POINT (-73.967494375 40.693401094)
Bank of America N.A. GA1-006-15-40,2022 Avenue U,Brooklyn,11229,Kings,POINT (-73.950564356 40.599359828)
Bank of America N.A. GA1-006-15-40,826 Manhattan Avenue,Brooklyn,11222,Kings,POINT (-73.95337112 40.728562298)
Bank of America N.A. GA1-006-15-40,1580 Flatbush Avenue,Brooklyn,11210,Kings,POINT (-73.947136325 40.632100087)
Bank of America N.A. GA1-006-15-40,266 Broadway,Brooklyn,11211,Kings,POINT (-73.959163853 40.708721327)
Bank of America N.A. GA1-006-15-40,1502 Kings Highway,Brooklyn,11229,Kings,POINT (-73.958107649 40.608684444)
Bank of America N.A. GA1-006-15-40,164 Military Road,Buffalo,14207,Erie,POINT (-78.892197096 42.941165717)
Bank of America N.A. GA1-006-15-40,10726 Continental Avenue,Forest Hills,11375,Queens,POINT (-73.844550464 40.720410125)
Bank of America N.A. GA1-006-15-40,3912 Main Street,Flushing,11354,Queens,POINT (-73.83044833 40.75982248)
Bank of America N.A. GA1-006-15-40,2574 Broadway,New York,10025,New York,POINT (-73.97119004 40.795049481)
Bank of America N.A. GA1-006-15-40,168 Church Street,New York,10007,New York,POINT (-74.007825579 40.715357447)
Bank of America N.A. GA1-006-15-40,399 Third Avenue,New York,10016,New York,POINT (-73.980505939 40.742133102)
Bank of America N.A. GA1-006-15-40,882 First Avenue,New York,10022,New York,POINT (-73.966104572 40.753647741)
Bank of America N.A. GA1-006-15-40,40 West Main Street,Shortsville,14548,Ontario,POINT (-77.222707391 42.955765903)
Bank of America N.A. GA1-006-15-40,3 Northwest Drive,South Farmingdale,11735,Nassau,POINT (-73.458029727 40.71782047)
Bank of America N.A. GA1-006-15-40,58 South Main Street,Fairport,14450,Monroe,POINT (-77.442289282 43.099966949)
Bank of America N.A. GA1-006-15-40,6801 East Genesee Street,Fayetteville,13066,Onondaga,POINT (-76.051271295 43.031300596)
Bank of America N.A. GA1-006-15-40,2305 Millersport Highway,Getzville,14068,Erie,POINT (-78.769636584 43.01321555)
Bank of America N.A. GA1-006-15-40,54 West Main Street,Goshen,10924,Orange,POINT (-74.325254119 41.402183837)
Bank of America N.A. GA1-006-15-40,5340 Southwestern Boulevard,Hamburg,14075,Erie,POINT (-78.869385328 42.742159554)
Bank of America N.A. GA1-006-15-40,43 Main Street,Hamburg,14075,Erie,POINT (-78.831079276 42.716201303)
Bank of America N.A. GA1-006-15-40,3588 Delaware Avenue,Kenmore,14217,Erie,POINT (-78.872906314 42.981813672)
Bank of America N.A. GA1-006-15-40,1343 Ulster Avenue,Kingston,12401,Ulster,POINT (-73.98920912 41.970567648)
Bank of America N.A. GA1-006-15-40,451 Washington Avenue,Kingston,12401,Ulster,POINT (-74.026243721 41.936613313)
Bank of America N.A. GA1-006-15-40,804 Loudon Road,Latham,12110,Albany,POINT (-73.761863324 42.747193977)
Bank of America N.A. GA1-006-15-40,7610 Oswego Road,Liverpool,13090,Onondaga,POINT (-76.225938758 43.138734676)
Bank of America N.A. GA1-006-15-40,477 Albany Shaker Road,Loudonville,12211,Albany,POINT (-73.778004858 42.708106312)
Bank of America N.A. GA1-006-15-40,343 Fayette Street,Manlius,13104,Onondaga,POINT (-75.985486515 43.006710523)
Bank of America N.A. GA1-006-15-40,715 Route 211 East,Middletown,10941,Orange,POINT (-74.358583248 41.466364656)
Bank of America N.A. GA1-006-15-40,6529 East Quaker Street,Orchard Park,14127,Erie,POINT (-78.74298539 42.767323997)
Bank of America N.A. GA1-006-15-40,2200 Penfield Road,Penfield,14526,Monroe,POINT (-77.439178507 43.130958408)
Bank of America N.A. GA1-006-15-40,9 North Main Street,Pittsford,14534,Monroe,POINT (-77.515370593 43.091140973)
Bank of America N.A. GA1-006-15-40,13-17 Hammond Street,Port Jervis,12771,Orange,POINT (-74.691570781 41.374752927)
Bank of America N.A. GA1-006-15-40,11 Raymond Avenue,Poughkeepsie,12603,Dutchess,POINT (-73.901907911 41.69531236)
Bank of America N.A. GA1-006-15-40,1 East Avenue,Rochester,14638,Monroe,POINT (-77.604402498 43.157270375)
Bank of America N.A. GA1-006-15-40,1381 East Ridge Road,Rochester,14621,Monroe,POINT (-77.579439179 43.197261944)
Bank of America N.A. GA1-006-15-40,3333 West Henrietta Road,Rochester,14623,Monroe,POINT (-77.643236945 43.088363923)
